title,date,link
Michelle Wolf Did What Comedians Are Supposed to Do,"Mon, 30 Apr 2018 18:04:15 GMT",https://www.nytimes.com/2018/04/30/opinion/michelle-wolf-white-house-correspondents-dinner.html
Op-Ed Contributor: The Profound Normalcy of a Day at the Movies in Saudi Arabia,"Mon, 30 Apr 2018 04:45:04 GMT",https://www.nytimes.com/2018/04/30/opinion/saudi-arabia-movies-women.html
Op-Ed Contributor: Can a Tennessee Democrat Pull a Doug Jones?,"Mon, 30 Apr 2018 15:35:46 GMT",https://www.nytimes.com/2018/04/29/opinion/tennessee-democrat-phil-bredesen.html
"Editorial Observer: A Reckoning for Apu, ‘The Simpsons’ and Brownface","Sun, 29 Apr 2018 23:58:47 GMT",https://www.nytimes.com/2018/04/29/opinion/simpsons-apu-brownface.html
"The Stone: Happy Birthday, Karl Marx. You Were Right!","Mon, 30 Apr 2018 15:11:35 GMT",https://www.nytimes.com/2018/04/30/opinion/karl-marx-at-200-influence.html
Op-Ed Contributor: Sex and Shame: What Incels and Jihadists Have in Common,"Mon, 30 Apr 2018 09:45:04 GMT",https://www.nytimes.com/2018/04/30/opinion/sex-shame-incels-jihadists-minassian.html
Editorial: A Growing Problem for the Military Transgender Ban — Facts,"Mon, 30 Apr 2018 13:54:31 GMT",https://www.nytimes.com/2018/04/29/opinion/military-transgender-ban.html
Op-Ed Columnist: The Sense of Justice That We’re Losing,"Mon, 30 Apr 2018 18:47:04 GMT",https://www.nytimes.com/2018/04/29/opinion/the-sense-of-justice-that-were-losing.html
Op-Ed Contributor: Are Pretty Good Marvel Superhero Movies the Best Hollywood Can Do?,"Sun, 29 Apr 2018 21:00:01 GMT",https://www.nytimes.com/2018/04/29/opinion/marvel-avengers-infinity-war.html
Pitch Behind T-Mobile-Sprint Merger: Keep Up With China in 5G,"Mon, 30 Apr 2018 15:48:17 GMT",https://www.nytimes.com/2018/04/30/technology/tmobile-sprint-china-5g.html
Juror Says Bill Cosby’s Own Comments Led to Guilty Verdict,"Mon, 30 Apr 2018 16:11:48 GMT",https://www.nytimes.com/2018/04/30/arts/television/cosby-juror-interview-gma.html
"C.D.C. Director’s $375,000 Salary Will Be Cut","Mon, 30 Apr 2018 18:46:51 GMT",https://www.nytimes.com/2018/04/30/health/cdc-director-salary-redfield.html
U.S. Embassy Officer in Pakistan Is Charged With Obstruction,"Mon, 30 Apr 2018 14:55:01 GMT",https://www.nytimes.com/2018/04/30/world/asia/us-embassy-crash-pakistan.html
"Ronny Jackson, Failed V.A. Pick, Is Unlikely to Return as Trump’s Doctor","Mon, 30 Apr 2018 04:04:50 GMT",https://www.nytimes.com/2018/04/29/us/politics/ronny-jackson-trump-white-house.html
They Survived a Massacre. Then the Lawyers Started Calling.,"Mon, 30 Apr 2018 17:28:05 GMT",https://www.nytimes.com/2018/04/30/us/mass-shootings-lawyers.html
"‘We Are Nicaragua’: Students Revolt, but Now Face a More Daunting Task","Sat, 28 Apr 2018 14:50:46 GMT",https://www.nytimes.com/2018/04/27/world/americas/nicaragua-students-protest.html
"Anonymous Owner, L.L.C.: Why It Has Become So Easy to Hide in the Housing Market","Mon, 30 Apr 2018 18:08:51 GMT",https://www.nytimes.com/2018/04/30/upshot/anonymous-owner-llc-why-it-has-become-so-easy-to-hide-in-the-housing-market.html
Old Tappan Zee Bridge Gets New Life as Artificial Reef,"Sun, 29 Apr 2018 16:49:21 GMT",https://www.nytimes.com/2018/04/29/nyregion/tappan-zee-bridge-artificial-reef.html
Los Angeles Tests the Power of ‘Play Streets’,"Sun, 29 Apr 2018 19:06:53 GMT",https://www.nytimes.com/2018/04/29/arts/design/play-streets-los-angeles-boyle-heights.html
A Polyglot N.B.A. Swears by One Thing: That Call Was #@!&,"Mon, 30 Apr 2018 04:01:01 GMT",https://www.nytimes.com/2018/04/30/sports/nba-referees-swearing.html
At War: What Refugees Face on the World’s Deadliest Migration Route,"Thu, 26 Apr 2018 10:00:05 GMT",https://www.nytimes.com/2018/04/26/magazine/refugees-mediterranean-rescue.html
How Your Brain Can Trick You Into Trusting People,"Mon, 30 Apr 2018 03:55:33 GMT",https://www.nytimes.com/2018/04/29/smarter-living/unconscious-bias-trust.html
Editors’ Choice: 10 New Books We Recommend This Week,"Thu, 26 Apr 2018 22:02:58 GMT",https://www.nytimes.com/2018/04/26/books/review/10-new-books-we-recommend-this-week.html
Tech Tip: Protecting Privacy Inside and Outside the House,"Wed, 25 Apr 2018 17:48:41 GMT",https://www.nytimes.com/2018/04/19/technology/personaltech/browser-privacy-mode.html
Tokyo in Texas: Distinctive Japanese Food Is Thriving in Austin,"Mon, 30 Apr 2018 17:38:16 GMT",https://www.nytimes.com/2018/04/30/dining/austin-texas-japanese-restaurants.html
"Marking Mississippi’s Literary Trail, From William Faulkner to Jesmyn Ward","Sat, 28 Apr 2018 05:07:28 GMT",https://www.nytimes.com/2018/04/27/books/books-mississippi-faulkner-trail.html
Sidebar: #GorsuchStyle Garners a Gusher of Groans. But Is His Writing Really That Bad?,"Mon, 30 Apr 2018 09:00:01 GMT",https://www.nytimes.com/2018/04/30/us/politics/justice-neil-gorsuch-writing-style.html
Fiction: The First Lady of the Confederacy Considers Her Painful Past,"Mon, 30 Apr 2018 09:00:10 GMT",https://www.nytimes.com/2018/04/30/books/review/varina-charles-frazier.html
"Review: At New York Theater Ballet, Safe Bets Become Bold","Sun, 29 Apr 2018 22:10:35 GMT",https://www.nytimes.com/2018/04/29/arts/dance/new-york-theater-ballet-review-robbins-alston.html
The New Health Care: Worried About Risky Teenage Behavior? Make School Tougher,"Mon, 30 Apr 2018 09:00:01 GMT",https://www.nytimes.com/2018/04/30/upshot/worried-about-risky-teenage-behavior-make-school-tougher.html
Can San Diego Ditch the Power Company? Not Without a Fight,"Fri, 27 Apr 2018 15:47:12 GMT",https://www.nytimes.com/2018/04/27/business/energy-environment/electricity-san-diego.html
Arthur Kopelman Works the Other Hamptons ,"Thu, 26 Apr 2018 21:43:01 GMT",https://www.nytimes.com/2018/04/26/nyregion/arthur-kopelman-works-the-other-hamptons.html
"The Checkup: On Being an Orphan, Frequently","Mon, 30 Apr 2018 10:00:01 GMT",https://www.nytimes.com/2018/04/30/well/family/on-being-an-orphan-frequently.html
